"","...1","...2","Study_ID","Site_ID","broad_outcome","detailed_outcome","is_subset","Highest_taxonomic_resolution","trophic_group","trophic_assigned","sampling_method","sampling_month","sampling_season","disturbance_type","comparison_type","disturbance_av","control_av","disturbance_av_before","control_av_before","dist_var","control_var","dist_var_before","control_var_before","var_type","dist_n","control_n","significant","approx_p_val","exact_p_val","sample_area","sampling_depth","perc_during_dist","perc_annual_dist","time_after_dist_start","time_after_dist_end","TN","SOC","soil_moisture","phylum","Taxa_Class","Taxa_subclass","superorder","Taxa_order","Functional_group_size","total_carbon","bulk_density","available_WSC","clay","sand","silt","ph","organic_carbon","lat","lon","forest_type","deciduous_coniferous","plantation","plot_area","mean_annual_precipitation","mean_annual_temperature","soil_pH","soil_type","temp_bio","precip_bio","sand_usda","silt_usda","clay_usda","temp","precip","trophic_all","temp.1","precip.1","precip_seasonality","temp_seasonality","aridity"
"179","226","187","Lindberg_2006a","Lindberg_2006a_1","alpha diversity","richness","FALSE","Mesostigmata",NA,"predator","tullgren funnel","October","Autumn","drought","undisturbed vs disturbed",7.763239875,10.68535826,NA,NA,0.741433022,0.828660436,NA,NA,"SE",4,4,"TRUE","<0.05",0.006,7854,10,70,35,2190,NA,NA,NA,0.401515152,"Arthropoda","Arachnida",NA,"Parasitiformes","Mesostigmata","mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,"predator",7,86.1,23,6367,2.16790212616664
"180","227","188","Lindberg_2006a","Lindberg_2006a_1","alpha diversity","richness","FALSE","Mesostigmata",NA,"predator","tullgren funnel","October","Autumn","drought","undisturbed vs disturbed",7.021806854,8.722741433,NA,NA,0.654205607,0.479750779,NA,NA,"SE",4,4,"TRUE","<0.1",0.089,7854,10,70,35,2555,NA,NA,NA,0.401515152,"Arthropoda","Arachnida",NA,"Parasitiformes","Mesostigmata","mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,"predator",7,86.1,23,6367,2.16790212616664
"181","228","189","Lindberg_2006a","Lindberg_2006a_1","alpha diversity","richness","FALSE","Mesostigmata",NA,"predator","tullgren funnel","November","Autumn","drought","undisturbed vs disturbed",6.498442368,8.722741433,NA,NA,0.654205607,0.697819315,NA,NA,"SE",4,4,"TRUE","<0.05",0.033,7854,10,70,35,2920,NA,NA,NA,0.401515152,"Arthropoda","Arachnida",NA,"Parasitiformes","Mesostigmata","mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,"predator",7,86.1,23,6367,2.16790212616664
"182","229","190","Lindberg_2006a","Lindberg_2006a_1","alpha diversity","richness","FALSE","Mesostigmata",NA,"predator","tullgren funnel","November","Autumn","drought","undisturbed vs disturbed",6.542056075,9.333333333,NA,NA,0.828660436,0.30529595,NA,NA,"SE",4,4,"TRUE","<0.05",0.011,7854,10,70,35,3285,NA,NA,NA,0.401515152,"Arthropoda","Arachnida",NA,"Parasitiformes","Mesostigmata","mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,"predator",7,86.1,23,6367,2.16790212616664
"183","230","191","Lindberg_2006a","Lindberg_2006a_1","alpha diversity","richness","FALSE","Mesostigmata",NA,"predator","tullgren funnel","October","Autumn","drought","undisturbed vs disturbed",9.551401869,8.722741433,NA,NA,0.261682243,0.479750779,NA,NA,"SE",4,4,"FALSE",NA,NA,7854,10,70,35,NA,365,NA,NA,0.401515152,"Arthropoda","Arachnida",NA,"Parasitiformes","Mesostigmata","mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,"predator",7,86.1,23,6367,2.16790212616664
"184","231","192","Lindberg_2006a","Lindberg_2006a_1","alpha diversity","richness","FALSE","Mesostigmata",NA,"predator","tullgren funnel","November","Autumn","drought","undisturbed vs disturbed",8.722741433,8.722741433,NA,NA,0.6105919,0.697819315,NA,NA,"SE",4,4,"FALSE",NA,NA,7854,10,70,35,NA,730,NA,NA,0.401515152,"Arthropoda","Arachnida",NA,"Parasitiformes","Mesostigmata","mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,"predator",7,86.1,23,6367,2.16790212616664
"185","232","193","Lindberg_2006a","Lindberg_2006a_1","alpha diversity","richness","FALSE","Mesostigmata",NA,"predator","tullgren funnel","November","Autumn","drought","undisturbed vs disturbed",8.46105919,9.333333333,NA,NA,1.177570093,0.30529595,NA,NA,"SE",4,4,"FALSE",NA,NA,7854,10,70,35,NA,1095,NA,NA,0.401515152,"Arthropoda","Arachnida",NA,"Parasitiformes","Mesostigmata","mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,"predator",7,86.1,23,6367,2.16790212616664
"186","233","206","Lindberg_2006a","Lindberg_2006a_1","alpha diversity","shannon wiener","FALSE","Mesostigmata",NA,"predator","tullgren funnel","October","Autumn","drought","undisturbed vs disturbed",1.6,1.51,NA,NA,0.08,0.02,NA,NA,"SE",4,4,"FALSE",NA,NA,7854,10,70,35,2555,NA,NA,NA,0.401515152,"Arthropoda","Arachnida",NA,"Parasitiformes","Mesostigmata","mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,"predator",7,86.1,23,6367,2.16790212616664
"187","234","207","Lindberg_2006a","Lindberg_2006a_1","alpha diversity","shannon wiener","FALSE","Mesostigmata",NA,"predator","tullgren funnel","November","Autumn","drought","undisturbed vs disturbed",1.14,1.33,NA,NA,0.1,0.1,NA,NA,"SE",4,4,"FALSE",NA,NA,7854,10,70,35,2920,NA,NA,NA,0.401515152,"Arthropoda","Arachnida",NA,"Parasitiformes","Mesostigmata","mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,"predator",7,86.1,23,6367,2.16790212616664
"188","235","208","Lindberg_2006a","Lindberg_2006a_1","alpha diversity","shannon wiener","FALSE","Mesostigmata",NA,"predator","tullgren funnel","November","Autumn","drought","undisturbed vs disturbed",1.01,1.55,NA,NA,0.18,0.04,NA,NA,"SE",4,4,"TRUE","<0.05",0.001,7854,10,70,35,3285,NA,NA,NA,0.401515152,"Arthropoda","Arachnida",NA,"Parasitiformes","Mesostigmata","mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,"predator",7,86.1,23,6367,2.16790212616664
"189","236","209","Lindberg_2006a","Lindberg_2006a_1","alpha diversity","shannon wiener","FALSE","Mesostigmata",NA,"predator","tullgren funnel","October","Autumn","drought","undisturbed vs disturbed",1.54,1.51,NA,NA,0.15,0.02,NA,NA,"SE",4,4,"FALSE",NA,NA,7854,10,70,35,NA,365,NA,NA,0.401515152,"Arthropoda","Arachnida",NA,"Parasitiformes","Mesostigmata","mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,"predator",7,86.1,23,6367,2.16790212616664
"190","237","210","Lindberg_2006a","Lindberg_2006a_1","alpha diversity","shannon wiener","FALSE","Mesostigmata",NA,"predator","tullgren funnel","November","Autumn","drought","undisturbed vs disturbed",1.39,1.33,NA,NA,0.03,0.1,NA,NA,"SE",4,4,"FALSE",NA,NA,7854,10,70,35,NA,730,NA,NA,0.401515152,"Arthropoda","Arachnida",NA,"Parasitiformes","Mesostigmata","mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,"predator",7,86.1,23,6367,2.16790212616664
"191","238","211","Lindberg_2006a","Lindberg_2006a_1","alpha diversity","shannon wiener","FALSE","Mesostigmata",NA,"predator","tullgren funnel","November","Autumn","drought","undisturbed vs disturbed",1.42,1.55,NA,NA,0.09,0.04,NA,NA,"SE",4,4,"FALSE",NA,NA,7854,10,70,35,NA,1095,NA,NA,0.401515152,"Arthropoda","Arachnida",NA,"Parasitiformes","Mesostigmata","mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,"predator",7,86.1,23,6367,2.16790212616664
"192","308","152","Lindberg_2006a","Lindberg_2006a_1","abundance",NA,"FALSE","Oribatida",NA,NA,"tullgren funnel","October","Autumn","drought","undisturbed vs disturbed",15759.31232,119627.5072,NA,NA,5014.326648,28653.29513,NA,NA,"SE",4,4,"TRUE","<0.001",NA,7854,10,70,35,2190,NA,NA,NA,0.401515152,"Arthropoda","Arachnida","Acari","Acariformes","Oribatida","mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,NA,7,86.1,23,6367,2.16790212616664
"193","309","153","Lindberg_2006a","Lindberg_2006a_1","abundance",NA,"FALSE","Oribatida",NA,NA,"tullgren funnel","October","Autumn","drought","undisturbed vs disturbed",37249.28367,131805.1576,NA,NA,15042.97994,13610.31519,NA,NA,"SE",4,4,"TRUE","<0.001",NA,7854,10,70,35,2555,NA,NA,NA,0.401515152,"Arthropoda","Arachnida","Acari","Acariformes","Oribatida","mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,NA,7,86.1,23,6367,2.16790212616664
"194","310","154","Lindberg_2006a","Lindberg_2006a_1","abundance",NA,"FALSE","Oribatida",NA,NA,"tullgren funnel","November","Autumn","drought","undisturbed vs disturbed",131805.1576,179799.4269,NA,NA,19340.97421,16475.6447,NA,NA,"SE",4,4,"FALSE",NA,NA,7854,10,70,35,2920,NA,NA,NA,0.401515152,"Arthropoda","Arachnida","Acari","Acariformes","Oribatida","mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,NA,7,86.1,23,6367,2.16790212616664
"195","311","155","Lindberg_2006a","Lindberg_2006a_1","abundance",NA,"FALSE","Oribatida",NA,NA,"tullgren funnel","November","Autumn","drought","undisturbed vs disturbed",138968.4814,120343.8395,NA,NA,58022.92264,13610.31519,NA,NA,"SE",4,4,"FALSE",NA,NA,7854,10,70,35,3285,NA,NA,NA,0.401515152,"Arthropoda","Arachnida","Acari","Acariformes","Oribatida","mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,NA,7,86.1,23,6367,2.16790212616664
"196","312","156","Lindberg_2006a","Lindberg_2006a_1","abundance",NA,"FALSE","Oribatida",NA,NA,"tullgren funnel","October","Autumn","drought","undisturbed vs disturbed",69484.24069,131805.1576,NA,NA,8595.988539,13610.31519,NA,NA,"SE",4,4,"TRUE","<0.1",0.053,7854,10,70,35,NA,365,NA,NA,0.401515152,"Arthropoda","Arachnida","Acari","Acariformes","Oribatida","mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,NA,7,86.1,23,6367,2.16790212616664
"197","313","157","Lindberg_2006a","Lindberg_2006a_1","abundance",NA,"FALSE","Oribatida",NA,NA,"tullgren funnel","November","Autumn","drought","undisturbed vs disturbed",128223.4957,179799.4269,NA,NA,17191.97708,16475.6447,NA,NA,"SE",4,4,"FALSE",NA,NA,7854,10,70,35,NA,730,NA,NA,0.401515152,"Arthropoda","Arachnida","Acari","Acariformes","Oribatida","mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,NA,7,86.1,23,6367,2.16790212616664
"198","314","158","Lindberg_2006a","Lindberg_2006a_1","abundance",NA,"FALSE","Oribatida",NA,NA,"tullgren funnel","November","Autumn","drought","undisturbed vs disturbed",136103.1519,120343.8395,NA,NA,32951.2894,13610.31519,NA,NA,"SE",4,4,"FALSE",NA,NA,7854,10,70,35,NA,1095,NA,NA,0.401515152,"Arthropoda","Arachnida","Acari","Acariformes","Oribatida","mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,NA,7,86.1,23,6367,2.16790212616664
"199","315","173","Lindberg_2006a","Lindberg_2006a_1","alpha diversity","richness","FALSE","Oribatida",NA,NA,"tullgren funnel","October","Autumn","drought","undisturbed vs disturbed",18,26.1643836,NA,NA,1.260273973,2.02739726,NA,NA,"SE",4,4,"TRUE","<0.001",NA,7854,10,70,35,2190,NA,NA,NA,0.401515152,"Arthropoda","Arachnida","Acari","Acariformes","Oribatida","mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,NA,7,86.1,23,6367,2.16790212616664
"200","316","174","Lindberg_2006a","Lindberg_2006a_1","alpha diversity","richness","FALSE","Oribatida",NA,NA,"tullgren funnel","October","Autumn","drought","undisturbed vs disturbed",19.31506849,25.4520548,NA,NA,1.260273973,0.657534247,NA,NA,"SE",4,4,"TRUE","<0.05",0.005,7854,10,70,35,2555,NA,NA,NA,0.401515152,"Arthropoda","Arachnida","Acari","Acariformes","Oribatida","mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,NA,7,86.1,23,6367,2.16790212616664
"201","317","175","Lindberg_2006a","Lindberg_2006a_1","alpha diversity","richness","FALSE","Oribatida",NA,NA,"tullgren funnel","November","Autumn","drought","undisturbed vs disturbed",19.47945205,25.7260274,NA,NA,1.260273973,1.863013699,NA,NA,"SE",4,4,"TRUE","<0.05",0.005,7854,10,70,35,2920,NA,NA,NA,0.401515152,"Arthropoda","Arachnida","Acari","Acariformes","Oribatida","mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,NA,7,86.1,23,6367,2.16790212616664
"202","318","176","Lindberg_2006a","Lindberg_2006a_1","alpha diversity","richness","FALSE","Oribatida",NA,NA,"tullgren funnel","November","Autumn","drought","undisturbed vs disturbed",19.20547945,24.1917808,NA,NA,2.082191781,1.643835616,NA,NA,"SE",4,4,"TRUE","<0.05",0.02,7854,10,70,35,3285,NA,NA,NA,0.401515152,"Arthropoda","Arachnida","Acari","Acariformes","Oribatida","mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,NA,7,86.1,23,6367,2.16790212616664
"203","319","177","Lindberg_2006a","Lindberg_2006a_1","alpha diversity","richness","FALSE","Oribatida",NA,NA,"tullgren funnel","October","Autumn","drought","undisturbed vs disturbed",20.68493151,25.4520548,NA,NA,0.821917808,0.657534247,NA,NA,"SE",4,4,"TRUE","<0.05",0.027,7854,10,70,35,NA,365,NA,NA,0.401515152,"Arthropoda","Arachnida","Acari","Acariformes","Oribatida","mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,NA,7,86.1,23,6367,2.16790212616664
"204","320","178","Lindberg_2006a","Lindberg_2006a_1","alpha diversity","richness","FALSE","Oribatida",NA,NA,"tullgren funnel","November","Autumn","drought","undisturbed vs disturbed",22.43835616,25.7260274,NA,NA,2.630136986,1.863013699,NA,NA,"SE",4,4,"FALSE",NA,NA,7854,10,70,35,NA,730,NA,NA,0.401515152,"Arthropoda","Arachnida","Acari","Acariformes","Oribatida","mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,NA,7,86.1,23,6367,2.16790212616664
"205","321","179","Lindberg_2006a","Lindberg_2006a_1","alpha diversity","richness","FALSE","Oribatida",NA,NA,"tullgren funnel","November","Autumn","drought","undisturbed vs disturbed",22.16438356,24.1917808,NA,NA,NA,1.643835616,NA,NA,"SE",4,4,"FALSE",NA,NA,7854,10,70,35,NA,1095,NA,NA,0.401515152,"Arthropoda","Arachnida","Acari","Acariformes","Oribatida","mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,NA,7,86.1,23,6367,2.16790212616664
"206","322","194","Lindberg_2006a","Lindberg_2006a_1","alpha diversity","shannon wiener","FALSE","Oribatida",NA,NA,"tullgren funnel","October","Autumn","drought","undisturbed vs disturbed",1.31,1.96,NA,NA,0.1,0.07,NA,NA,"SE",4,4,"TRUE","<0.05",0.005,7854,10,70,35,2555,NA,NA,NA,0.401515152,"Arthropoda","Arachnida","Acari","Acariformes","Oribatida","mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,NA,7,86.1,23,6367,2.16790212616664
"207","323","195","Lindberg_2006a","Lindberg_2006a_1","alpha diversity","shannon wiener","FALSE","Oribatida",NA,NA,"tullgren funnel","November","Autumn","drought","undisturbed vs disturbed",1.09,1.88,NA,NA,0.15,0.06,NA,NA,"SE",4,4,"TRUE","<0.05",0.001,7854,10,70,35,2920,NA,NA,NA,0.401515152,"Arthropoda","Arachnida","Acari","Acariformes","Oribatida","mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,NA,7,86.1,23,6367,2.16790212616664
"208","324","196","Lindberg_2006a","Lindberg_2006a_1","alpha diversity","shannon wiener","FALSE","Oribatida",NA,NA,"tullgren funnel","November","Autumn","drought","undisturbed vs disturbed",1.25,1.94,NA,NA,0.22,0.06,NA,NA,"SE",4,4,"TRUE","<0.05",0.003,7854,10,70,35,3285,NA,NA,NA,0.401515152,"Arthropoda","Arachnida","Acari","Acariformes","Oribatida","mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,NA,7,86.1,23,6367,2.16790212616664
"209","325","197","Lindberg_2006a","Lindberg_2006a_1","alpha diversity","shannon wiener","FALSE","Oribatida",NA,NA,"tullgren funnel","October","Autumn","drought","undisturbed vs disturbed",1.41,1.96,NA,NA,0.17,0.07,NA,NA,"SE",4,4,"TRUE","<0.05",0.005,7854,10,70,35,NA,365,NA,NA,0.401515152,"Arthropoda","Arachnida","Acari","Acariformes","Oribatida","mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,NA,7,86.1,23,6367,2.16790212616664
"210","326","198","Lindberg_2006a","Lindberg_2006a_1","alpha diversity","shannon wiener","FALSE","Oribatida",NA,NA,"tullgren funnel","November","Autumn","drought","undisturbed vs disturbed",1.52,1.88,NA,NA,0.17,0.06,NA,NA,"SE",4,4,"TRUE","<0.1",0.092,7854,10,70,35,NA,730,NA,NA,0.401515152,"Arthropoda","Arachnida","Acari","Acariformes","Oribatida","mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,NA,7,86.1,23,6367,2.16790212616664
"211","327","199","Lindberg_2006a","Lindberg_2006a_1","alpha diversity","shannon wiener","FALSE","Oribatida",NA,NA,"tullgren funnel","November","Autumn","drought","undisturbed vs disturbed",1.51,1.94,NA,NA,0.17,0.06,NA,NA,"SE",4,4,"TRUE","<0.05",0.049,7854,10,70,35,NA,1095,NA,NA,0.401515152,"Arthropoda","Arachnida","Acari","Acariformes","Oribatida","mesofauna",22.2921,1.41,5,10,50,40,4.5,5.27,56.55,13.21666667,"boreal forest","coniferous","TRUE",506.25,1150,7.5,4,"sandy loam",7,861,60,25,10,7.5,1150,NA,7,86.1,23,6367,2.16790212616664
"212","254","212","Liu_2020a","Liu_2020a_1","abundance",NA,"FALSE","Nematoda","bacterivore",NA,"baerman funnel","June","Summer","precip_inc","undisturbed vs disturbed",231.4285714,257.1428571,NA,NA,38.57142857,30,NA,NA,"SE",4,4,"FALSE",">0.05",NA,50.3,10,130,130,1095,NA,1.88,101.76,0.28,"Nematoda",NA,NA,NA,NA,"microfauna",5.5461,1.33,1,21,42,37,5.1,1.39,31.76666667,114.0166667,"temperate seasonal forest","deciduous","FALSE",907,1119,15.2,4.19,"sandy loam",15,1147,60,25,10,15.2,1119,"bacterivore",15,114.7,57,8792,0.585286456947437
"213","255","213","Liu_2020a","Liu_2020a_1","abundance",NA,"FALSE","Nematoda","fungivore",NA,"baerman funnel","August","Summer","precip_inc","undisturbed vs disturbed",70.55084746,104.8728814,NA,NA,13.34745763,28.60169492,NA,NA,"SE",4,4,"FALSE",">0.05",NA,50.3,10,130,130,1095,NA,1.88,101.76,0.28,"Nematoda",NA,NA,NA,NA,"microfauna",5.5461,1.33,1,21,42,37,5.1,1.39,31.76666667,114.0166667,"temperate seasonal forest","deciduous","FALSE",907,1119,15.2,4.19,"sandy loam",15,1147,60,25,10,15.2,1119,"fungivore",15,114.7,57,8792,0.585286456947437
"214","256","214","Liu_2020a","Liu_2020a_1","abundance",NA,"FALSE","Nematoda","omnivore",NA,"baerman funnel","October","Autumn","precip_inc","undisturbed vs disturbed",36.48,35.04,NA,NA,7.2,7.68,NA,NA,"SE",4,4,"FALSE",">0.05",NA,50.3,10,130,130,1095,NA,1.88,101.76,0.28,"Nematoda",NA,NA,NA,NA,"microfauna",5.5461,1.33,1,21,42,37,5.1,1.39,31.76666667,114.0166667,"temperate seasonal forest","deciduous","FALSE",907,1119,15.2,4.19,"sandy loam",15,1147,60,25,10,15.2,1119,"omnivore",15,114.7,57,8792,0.585286456947437
"215","257","215","Liu_2020a","Liu_2020a_1","abundance",NA,"FALSE","Nematoda","predator",NA,"baerman funnel","June","Summer","precip_inc","undisturbed vs disturbed",6.86440678,16.01694915,NA,NA,1.271186441,6.86440678,NA,NA,"SE",4,4,"FALSE",">0.05",NA,50.3,10,130,130,1095,NA,1.88,101.76,0.28,"Nematoda",NA,NA,NA,NA,"microfauna",5.5461,1.33,1,21,42,37,5.1,1.39,31.76666667,114.0166667,"temperate seasonal forest","deciduous","FALSE",907,1119,15.2,4.19,"sandy loam",15,1147,60,25,10,15.2,1119,"predator",15,114.7,57,8792,0.585286456947437
"216","258","216","Liu_2020a","Liu_2020a_1","abundance",NA,"FALSE","Nematoda","herbivore",NA,"baerman funnel","October","Autumn","precip_inc","undisturbed vs disturbed",367.9245283,362.2641509,NA,NA,107.5471698,84.90566038,NA,NA,"SE",4,4,"FALSE",">0.05",NA,50.3,10,130,130,1095,NA,1.88,101.76,0.28,"Nematoda",NA,NA,NA,NA,"microfauna",5.5461,1.33,1,21,42,37,5.1,1.39,31.76666667,114.0166667,"temperate seasonal forest","deciduous","FALSE",907,1119,15.2,4.19,"sandy loam",15,1147,60,25,10,15.2,1119,"herbivore",15,114.7,57,8792,0.585286456947437
"217","259","217","Liu_2020a","Liu_2020a_1","abundance",NA,"FALSE","Nematoda",NA,NA,"baerman funnel","June","Summer","precip_inc","undisturbed vs disturbed",216.86747,614.4578313,NA,NA,60.24096386,144.5783133,NA,NA,"SE",4,4,NA,NA,NA,50.3,10,130,130,90,NA,1.88,101.76,0.28,"Nematoda",NA,NA,NA,NA,"microfauna",5.5461,1.33,1,21,42,37,5.1,1.39,31.76666667,114.0166667,"temperate seasonal forest","deciduous","FALSE",907,1119,15.2,4.19,"sandy loam",15,1147,60,25,10,15.2,1119,NA,15,114.7,57,8792,0.585286456947437
"218","260","218","Liu_2020a","Liu_2020a_1","abundance",NA,"FALSE","Nematoda",NA,NA,"baerman funnel","October","Autumn","precip_inc","undisturbed vs disturbed",662.650602,710.8433735,NA,NA,216.8674699,168.6746988,NA,NA,"SE",4,4,NA,NA,NA,50.3,10,130,130,110,NA,1.88,101.76,0.28,"Nematoda",NA,NA,NA,NA,"microfauna",5.5461,1.33,1,21,42,37,5.1,1.39,31.76666667,114.0166667,"temperate seasonal forest","deciduous","FALSE",907,1119,15.2,4.19,"sandy loam",15,1147,60,25,10,15.2,1119,NA,15,114.7,57,8792,0.585286456947437
"219","261","219","Liu_2020a","Liu_2020a_1","abundance",NA,"FALSE","Nematoda",NA,NA,"baerman funnel","June","Summer","precip_inc","undisturbed vs disturbed",337.349398,542.1686747,NA,NA,84.3373494,120.4819277,NA,NA,"SE",4,4,NA,NA,NA,50.3,10,130,130,130,NA,1.88,101.76,0.28,"Nematoda",NA,NA,NA,NA,"microfauna",5.5461,1.33,1,21,42,37,5.1,1.39,31.76666667,114.0166667,"temperate seasonal forest","deciduous","FALSE",907,1119,15.2,4.19,"sandy loam",15,1147,60,25,10,15.2,1119,NA,15,114.7,57,8792,0.585286456947437
"220","262","220","Liu_2020a","Liu_2020a_1","abundance",NA,"FALSE","Nematoda",NA,NA,"baerman funnel","June","Summer","precip_inc","undisturbed vs disturbed",2084.33735,1349.39759,NA,NA,734.939759,385.5421687,NA,NA,"SE",4,4,NA,NA,NA,50.3,10,130,130,370,NA,1.88,101.76,0.28,"Nematoda",NA,NA,NA,NA,"microfauna",5.5461,1.33,1,21,42,37,5.1,1.39,31.76666667,114.0166667,"temperate seasonal forest","deciduous","FALSE",907,1119,15.2,4.19,"sandy loam",15,1147,60,25,10,15.2,1119,NA,15,114.7,57,8792,0.585286456947437
